id;price_x;product;quantitytoorder2p;region;skucode;skuname;ahsearch;url;title;category;price_y;size;size_type;size_nr;price_100(g/l)_p1st;ahid
121878664934773323;0.54;classic-box;1;NL;PRO-11-13002-4;Groene pesto (40g);groene%20pesto;https://www.ah.nl/producten/product/wi170655/ah-basic-groene-pesto;AH BASIC Groene pesto;Pasta, rijst, internationale keuken/Pesto in pot;0.92;195 g;g;195.0;0.47;wi170655
121878664934773324;0.47;classic-box;0;NL;PRO-11-13001-4;Groene pesto (25g);groene%20pesto;https://www.ah.nl/producten/product/wi170655/ah-basic-groene-pesto;AH BASIC Groene pesto;Pasta, rijst, internationale keuken/Pesto in pot;0.92;195 g;g;195.0;0.47;wi170655
121878664934773325;0.73;classic-box;0;NL;PRO-11-47316-4;Groene pesto (60g);groene%20pesto;https://www.ah.nl/producten/product/wi170655/ah-basic-groene-pesto;AH BASIC Groene pesto;Pasta, rijst, internationale keuken/Pesto in pot;0.92;195 g;g;195.0;0.47;wi170655
121878664934773326;0.79;classic-box;0;NL;PRO-11-13005-4;Groene pesto (80g);groene%20pesto;https://www.ah.nl/producten/product/wi170655/ah-basic-groene-pesto;AH BASIC Groene pesto;Pasta, rijst, internationale keuken/Pesto in pot;0.92;195 g;g;195.0;0.47;wi170655
121878664934773331;0.45;classic-box;1;NL;PHF-11-16836-4;Kastanjechampignons (125g);kastanjechampignons;https://www.ah.nl/producten/product/wi378694/ah-gesneden-kastanje-champignons;AH Gesneden kastanje champignons;Aardappel, groente, fruit/Kastanje-champignons;2.19;250 g;g;250.0;0.88;wi378694
121878664934773332;0.69;classic-box;0;NL;PHF-11-16840-4;Kastanjechampignons (250g);kastanjechampignons;https://www.ah.nl/producten/product/wi378694/ah-gesneden-kastanje-champignons;AH Gesneden kastanje champignons;Aardappel, groente, fruit/Kastanje-champignons;2.19;250 g;g;250.0;0.88;wi378694
121878664934773334;0.05;classic-box;1;NL;PHF-10-16060-4;Sjalot;sjalot;https://www.ah.nl/producten/product/wi160653/ah-sjalotten;AH Sjalotten;Aardappel, groente, fruit/Sjalotten;1.12;400 g;g;400.0;0.28;wi160653
121878664934773335;0.08;classic-box;1;NL;PHF-10-48188-4;Rozemarijn (1 takje);rozemarijn;https://www.ah.nl/producten/product/wi378878/ah-nocellara-olijven-rozemarijn-peper;AH Nocellara olijven rozemarijn-peper;Kaas, vleeswaren, delicatessen/Verse olijven;2.0;150 g;g;150.0;1.33;wi378878
121878664934773336;0.91;classic-box;0;NL;PTN-11-47077-4;Kipfilet (1x 100g);kipfilet;https://www.ah.nl/producten/product/wi383137/ah-kipfilet;AH Kipfilet;Vlees, kip, vis, vega/Kipfilet - stuk;3.25;2 stuks;st;2.0;1.62;wi383137
121878664934773337;1.73;classic-box;1;NL;PTN-11-47080-4;Kipfilet (2x 100g);kipfilet;https://www.ah.nl/producten/product/wi383137/ah-kipfilet;AH Kipfilet;Vlees, kip, vis, vega/Kipfilet - stuk;3.25;2 stuks;st;2.0;1.62;wi383137
121878664934773338;2.56;classic-box;0;NL;PTN-11-47083-4;Kipfilet (3x 100g);kipfilet;https://www.ah.nl/producten/product/wi383137/ah-kipfilet;AH Kipfilet;Vlees, kip, vis, vega/Kipfilet - stuk;3.25;2 stuks;st;2.0;1.62;wi383137
121878664934773339;3.39;classic-box;0;NL;PTN-11-47086-4;Kipfilet (4x 100g);kipfilet;https://www.ah.nl/producten/product/wi383137/ah-kipfilet;AH Kipfilet;Vlees, kip, vis, vega/Kipfilet - stuk;3.25;2 stuks;st;2.0;1.62;wi383137
121878664934773340;0.40;classic-box;1;NL;PHF-10-16004-4;Broccoli (250g);broccoli;https://www.ah.nl/producten/product/wi4177/ah-broccoli;AH Broccoli;Aardappel, groente, fruit/Broccoli (vers);0.89;500 g;g;500.0;0.18;wi4177
121878664934773341;0.68;classic-box;0;NL;PHF-10-16006-4;Broccoli (500g);broccoli;https://www.ah.nl/producten/product/wi4177/ah-broccoli;AH Broccoli;Aardappel, groente, fruit/Broccoli (vers);0.89;500 g;g;500.0;0.18;wi4177
121878664934773482;0.51;classic-box;1;NL;PHF-10-16005-4;Broccoli (400g);broccoli;https://www.ah.nl/producten/product/wi4177/ah-broccoli;AH Broccoli;Aardappel, groente, fruit/Broccoli (vers);0.89;500 g;g;500.0;0.18;wi4177
121878664934773342;0.72;classic-box;1;NL;DAI-10-48357-4;Slagroom (200ml);slagroom;https://www.ah.nl/producten/product/wi1498/ah-slagroom-spuitbus;AH Slagroom, spuitbus;Zuivel, eieren/Slagroom spuitbussen;0.98;250 g;g;250.0;0.39;wi1498
121878664934773397;0.51;classic-box;1;NL;DAI-10-48414-4;Slagroom (200ml);slagroom;https://www.ah.nl/producten/product/wi1498/ah-slagroom-spuitbus;AH Slagroom, spuitbus;Zuivel, eieren/Slagroom spuitbussen;0.98;250 g;g;250.0;0.39;wi1498
121878664934773347;0.29;classic-box;1;NL;PHF-11-16121-4;Basilicum (10g);basilicum;https://www.ah.nl/producten/product/wi41172/ah-verse-basilicum;AH Verse basilicum;Soepen, conserven, sauzen, smaakmakers/Basilicum (vers);1.59;15 g;g;15.0;10.6;wi41172
121878664934773348;0.28;classic-box;0;NL;DRY-11-47336-1;Spaghetti (90g);spaghetti;https://www.ah.nl/producten/product/wi62028/ah-spaghetti;AH Spaghetti;Pasta, rijst, internationale keuken/Spaghetti (houdbaar);0.79;500 g;g;500.0;0.16;wi62028
121878664934773349;0.37;classic-box;1;NL;DRY-11-47337-1;Spaghetti (180g);spaghetti;https://www.ah.nl/producten/product/wi62028/ah-spaghetti;AH Spaghetti;Pasta, rijst, internationale keuken/Spaghetti (houdbaar);0.79;500 g;g;500.0;0.16;wi62028
121878664934773350;0.46;classic-box;0;NL;DRY-11-47338-1;Spaghetti (270g);spaghetti;https://www.ah.nl/producten/product/wi62028/ah-spaghetti;AH Spaghetti;Pasta, rijst, internationale keuken/Spaghetti (houdbaar);0.79;500 g;g;500.0;0.16;wi62028
121878664934773351;0.54;classic-box;0;NL;DRY-11-47339-1;Spaghetti (360g);spaghetti;https://www.ah.nl/producten/product/wi62028/ah-spaghetti;AH Spaghetti;Pasta, rijst, internationale keuken/Spaghetti (houdbaar);0.79;500 g;g;500.0;0.16;wi62028
121878664934773352;0.09;classic-box;1;NL;SPI-10-48314-1;Italiaanse kruiden (5g);italiaanse%20kruiden;https://www.ah.nl/producten/product/wi216628/verstegen-strooier-italiaanse-kruiden;Verstegen Strooier Italiaanse kruiden;Soepen, conserven, sauzen, smaakmakers/Italiaanse keukenkruiden;2.09;13 g;g;13.0;16.08;wi216628
121878664934773353;0.18;classic-box;1;NL;PRO-10-47182-4;Passata (200g);passata;https://www.ah.nl/producten/product/wi101207/ah-biologisch-passata-di-pomodoro;AH Biologisch Passata di pomodoro;Pasta, rijst, internationale keuken/Gezeefde tomaten (conserven);1.69;690 g;g;690.0;0.24;wi101207
121878664934773354;1.73;classic-box;1;NL;DAI-10-48080-4;Halloumi (200g);halloumi;https://www.ah.nl/producten/product/wi458160/dodoni-halloumi-basilicum;Dodoni Halloumi Basilicum;Kaas, vleeswaren, delicatessen/Feta;3.07;225 g;g;225.0;1.36;wi458160
121878664934773355;0.18;classic-box;0;NL;DRY-11-17102-1;Groene linzen (40g);groene%20linzen;https://www.ah.nl/producten/product/wi435962/ah-groene-erwten-en-linzenrijst;AH Groene erwten en linzenrijst;Pasta, rijst, internationale keuken/Rijst met peulvruchten;2.66;300 g;g;300.0;0.89;wi435962
121878664934773356;0.23;classic-box;1;NL;DRY-11-17103-1;Groene linzen (80g);groene%20linzen;https://www.ah.nl/producten/product/wi435962/ah-groene-erwten-en-linzenrijst;AH Groene erwten en linzenrijst;Pasta, rijst, internationale keuken/Rijst met peulvruchten;2.66;300 g;g;300.0;0.89;wi435962
